name,countries,regions,localities,status,has_downhill,has_nordic,downhill_distance_km,nordic_distance_km,vertical_m,min_elevation_m,max_elevation_m,lift_count,surface_lifts_count,run_convention,wikidata_id,websites,openskimap,id,geometry,lat,lng,sources
Breckenridge,United States,Colorado,Breckenridge,operating,yes,yes,112,20,988,2922,3910,34,14,north_america,Q12053500,https://www.breckenridge.com/,https://openskimap.org/?obj=c329b1fe669c197d615896dfd4e38d4bb039e30c,c329b1fe669c197d615896dfd4e38d4bb039e30c,Polygon,39.478449,-106.060574,https://www.openstreetmap.org/way/531005985 https://www.skimap.org/SkiAreas/view/510
,Canada,Ontario,North Bay,operating,no,yes,,4,49,269,318,,,north_america,,,https://openskimap.org/?obj=c32e3ac4-752e-4b04-b87e-742a1c2152f8,c32e3ac4-752e-4b04-b87e-742a1c2152f8,Point,46.345165,-79.497059,
Borovets,Bulgaria,Sofia,,operating,yes,no,43,,1212,1331,2543,13,8,europe,,https://www.borovets-bg.com/,https://openskimap.org/?obj=c32e64673614d65c65f0123491f1976f62e9a55c,c32e64673614d65c65f0123491f1976f62e9a55c,Point,42.237973,23.595673,https://www.openstreetmap.org/relation/10622878 https://www.skimap.org/SkiAreas/view/1820
,Russia,Moscow City,Moscow,operating,no,yes,,3,29,151,180,,,europe,,,https://openskimap.org/?obj=c331e1dc-40c0-4b01-bb4f-c8fb2e85aef4,c331e1dc-40c0-4b01-bb4f-c8fb2e85aef4,Point,55.821591,37.483241,
,Norway,Innlandet,,operating,no,yes,,47,261,233,493,,,europe,,,https://openskimap.org/?obj=c3331065-cf12-4641-931b-7630b0bbe58b,c3331065-cf12-4641-931b-7630b0bbe58b,Point,61.067824,10.520280,
Долина (Dolina),Russia,Orenburg,,operating,yes,no,,,214,215,429,2,2,europe,,http://ski-dolina.ru/,https://openskimap.org/?obj=c33328df7c5e45cdc2c93e91c0f27324fb5af85c,c33328df7c5e45cdc2c93e91c0f27324fb5af85c,Point,51.506222,57.350152,https://www.skimap.org/SkiAreas/view/5990
,Norway,Vestland,,operating,no,yes,,6,215,469,684,,,europe,,,https://openskimap.org/?obj=c3377397-4308-4eba-802b-c84df5b1cf20,c3377397-4308-4eba-802b-c84df5b1cf20,Point,60.276760,6.400654,
,Russia,Moscow Oblast,,operating,no,yes,,21,42,149,190,,,europe,,,https://openskimap.org/?obj=c33de995-74a1-4e7e-85dd-f73280e000b5,c33de995-74a1-4e7e-85dd-f73280e000b5,Point,56.012629,37.923530,
Čičmany,Slovakia,Zilina,,operating,yes,no,4,,308,660,968,5,5,europe,,https://www.cicmany-ski.sk/,https://openskimap.org/?obj=c33f2c43d26e7dc98cae34d427fa1c0bb4d9a2ee,c33f2c43d26e7dc98cae34d427fa1c0bb4d9a2ee,Point,48.946043,18.530520,https://www.skimap.org/SkiAreas/view/4901
,Slovakia,"Kosice;Presov",,operating,no,yes,,25,406,371,777,,,europe,,,https://openskimap.org/?obj=c3450fbf-7459-4e6c-97e5-95aa2d9f2c78,c3450fbf-7459-4e6c-97e5-95aa2d9f2c78,Point,48.908591,22.199057,
,Sweden,Vasternorrland,,operating,no,yes,,2,49,67,116,,,europe,,,https://openskimap.org/?obj=c34a709f-cc4c-428c-9bcd-4f49926fcc50,c34a709f-cc4c-428c-9bcd-4f49926fcc50,Point,62.807140,17.851761,
,"Czechia;Poland","Hradec Králové;dolnoslaskie","Głuszyca;Mieroszów Obszar Wiejski",operating,no,yes,,26,424,452,876,,,europe,,,https://openskimap.org/?obj=c352f573-c4c1-455a-9bd5-33391e2af192,c352f573-c4c1-455a-9bd5-33391e2af192,Point,50.677497,16.313816,
,United States,Pennsylvania,"Summit;Sweden;Ulysses",operating,no,yes,,31,194,587,781,,,north_america,,,https://openskimap.org/?obj=c35521f5-ce18-4a30-8336-84440f776360,c35521f5-ce18-4a30-8336-84440f776360,Point,41.719171,-77.883721,
Adelboden - TschentenAlp,Switzerland,Bern,Adelboden,operating,yes,no,7,,555,1401,1956,6,3,europe,,https://www.tschentenalp.ch,https://openskimap.org/?obj=c3556d945fdc212c3e94a934a6fc4fe3ece0f5ec,c3556d945fdc212c3e94a934a6fc4fe3ece0f5ec,Polygon,46.501018,7.552126,https://www.openstreetmap.org/way/665125669 https://www.skimap.org/SkiAreas/view/17213
紫花岭滑雪场,China,Liaoning,,operating,yes,no,1,,45,196,241,,,north_america,,,https://openskimap.org/?obj=c36539d77a45ac36696861382ea1db6352489211,c36539d77a45ac36696861382ea1db6352489211,Polygon,41.736252,124.125270,https://www.openstreetmap.org/way/1358322303
Fun Valley,United States,Iowa,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=c37332703ef77fe6bde7808af2376cb448fd5939,c37332703ef77fe6bde7808af2376cb448fd5939,Point,41.565082,-92.572625,https://www.skimap.org/SkiAreas/view/462
Bussang Larcenaire,France,Vosges,Bussang,operating,yes,no,3,,120,826,946,5,5,europe,,https://www.larcenaire.fr,https://openskimap.org/?obj=c3779da58e20c25d24bb00e1f4b93194a8503b53,c3779da58e20c25d24bb00e1f4b93194a8503b53,Polygon,47.900241,6.857083,https://www.openstreetmap.org/way/758224018 https://www.skimap.org/SkiAreas/view/884
"福井和泉スキー場, Fukui Izumi Ski Resort",Japan,Fukui Prefecture,,operating,yes,no,4,,284,608,892,2,,japan,Q22120169,https://www.fukuiizumi.com/,https://openskimap.org/?obj=c3791d881811e02c7bdb9e2ce6c4a3c7519f335a,c3791d881811e02c7bdb9e2ce6c4a3c7519f335a,Polygon,35.936775,136.686245,https://www.openstreetmap.org/way/1189288449 https://www.skimap.org/SkiAreas/view/1575
Bingöl Hasarek,Turkey,Bingol,,operating,yes,no,2,,349,1901,2251,1,1,europe,,,https://openskimap.org/?obj=c37a5fee3a240944299d6487376ef4afb973fad5,c37a5fee3a240944299d6487376ef4afb973fad5,Point,38.886958,40.288754,https://www.skimap.org/SkiAreas/view/19269
Пужалова гора (Puzhalova gora),Russia,Vladimir,Gorokhovets,operating,yes,no,2,,62,80,142,3,3,europe,,https://www.puzhalova.ru/,https://openskimap.org/?obj=c38203fce209ff39b6059c9a333e78381b6ba000,c38203fce209ff39b6059c9a333e78381b6ba000,Point,56.200357,42.684906,https://www.skimap.org/SkiAreas/view/6117
,Norway,Innlandet,,operating,no,yes,,2,30,282,312,,,europe,,,https://openskimap.org/?obj=c38611a5-5cb5-4c80-bff8-5e43be36ddaf,c38611a5-5cb5-4c80-bff8-5e43be36ddaf,Point,61.929220,11.046968,
Ski Broadmoor,United States,Colorado,Colorado Springs,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=c38a18a39865f082f67f33418ba20950cb2c2cab,c38a18a39865f082f67f33418ba20950cb2c2cab,Point,38.764959,-104.847400,https://www.skimap.org/SkiAreas/view/2143
,Finland,Pirkanmaa,,operating,no,yes,,6,92,102,195,,,europe,,,https://openskimap.org/?obj=c38cf0cb-b588-41bc-a997-d6355ca97a78,c38cf0cb-b588-41bc-a997-d6355ca97a78,Point,61.386996,24.506104,
Meråker alpinsenter,Norway,Trøndelag,,operating,yes,yes,8,,459,157,617,6,5,europe,,,https://openskimap.org/?obj=c3965993ba52b16238e9086b7ff3b2c56a6928bc,c3965993ba52b16238e9086b7ff3b2c56a6928bc,Polygon,63.451672,11.689261,https://www.openstreetmap.org/relation/4536378 https://www.skimap.org/SkiAreas/view/1858
Mount Southington Ski Area,United States,Connecticut,,operating,yes,no,3,,113,60,173,7,3,north_america,Q6923762,https://mountsouthington.com/,https://openskimap.org/?obj=c39bde5f3f06e67d7196e9f3afdbae89c6ca966b,c39bde5f3f06e67d7196e9f3afdbae89c6ca966b,Polygon,41.581286,-72.927811,https://www.openstreetmap.org/way/390809151 https://www.skimap.org/SkiAreas/view/494
Lake Elmo Nordic Center Trails,United States,Minnesota,Lake Elmo,operating,no,yes,,14,28,271,299,,,north_america,,https://www.washingtoncountymn.gov/facilities/facility/details/Lake-Elmo-Park-Reserve-15,https://openskimap.org/?obj=c3a4abcb599812e475aadd7ddb3dfd6aec652a49,c3a4abcb599812e475aadd7ddb3dfd6aec652a49,Point,44.975774,-92.895352,https://www.openstreetmap.org/relation/18032185
Sappee,Finland,Pirkanmaa,,operating,yes,no,3,,108,101,209,8,8,europe,,https://www.sappee.fi/,https://openskimap.org/?obj=c3a6ef87399fa0210955ee7eed1bc64bd9888fff,c3a6ef87399fa0210955ee7eed1bc64bd9888fff,Polygon,61.390695,24.509462,https://www.openstreetmap.org/way/1335353064 https://www.skimap.org/SkiAreas/view/14544
,Canada,Quebec,Saint-Hippolyte,operating,no,yes,,0,3,347,350,,,north_america,,,https://openskimap.org/?obj=c3a75255-8c34-453f-94e8-fc2a50a51f38,c3a75255-8c34-453f-94e8-fc2a50a51f38,Point,45.924707,-74.068052,
Buşteni,Romania,Prahova,Bușteni,operating,yes,no,1,,262,983,1245,1,,europe,,,https://openskimap.org/?obj=c3aa2a69e29b303335fcaac4c5a2c51f20accc61,c3aa2a69e29b303335fcaac4c5a2c51f20accc61,Point,45.419495,25.524952,https://www.skimap.org/SkiAreas/view/1874
,Norway,Trøndelag,,operating,no,yes,,1,34,120,154,,,europe,,,https://openskimap.org/?obj=c3b9facc-455f-4715-a5c7-adcdbef92cc6,c3b9facc-455f-4715-a5c7-adcdbef92cc6,Point,63.991878,10.412179,
"Горнолыжный склон ""ТРЦ Вейпарк""",Russia,Moscow Oblast,,operating,yes,no,0,,32,134,166,2,2,europe,,,https://openskimap.org/?obj=c3ba65466e32f8b396eca674ff51a35ddb4c796f,c3ba65466e32f8b396eca674ff51a35ddb4c796f,Polygon,55.856341,37.393031,https://www.openstreetmap.org/relation/7946537
,Norway,Viken,,operating,no,yes,,0,3,712,715,,,europe,,,https://openskimap.org/?obj=c3bd3e90-9a0c-422f-96de-6dd5c5477dc2,c3bd3e90-9a0c-422f-96de-6dd5c5477dc2,Point,60.767656,8.846883,
Sandia Peak Ski Area,United States,New Mexico,,operating,yes,no,25,,488,2647,3135,6,1,north_america,Q106041132,https://www.sandia.ski/,https://openskimap.org/?obj=c3bdf2365be8731aa6cb20ce76de31e246dfab57,c3bdf2365be8731aa6cb20ce76de31e246dfab57,Point,35.201395,-106.423353,https://www.openstreetmap.org/relation/4644818 https://www.skimap.org/SkiAreas/view/332
Tomahawk Ski Bowl,United States,Oregon,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=c3c075619057961bb552ab8f88809ed348c6b043,c3c075619057961bb552ab8f88809ed348c6b043,Point,42.446895,-122.105656,https://www.skimap.org/SkiAreas/view/12993
Kommatti,Finland,Lapland,,operating,yes,no,1,,77,237,314,1,1,europe,,https://www.kommatti.fi/,https://openskimap.org/?obj=c3cb79f237f23b272642aee653fcfdbb75e8816d,c3cb79f237f23b272642aee653fcfdbb75e8816d,Polygon,67.431793,26.733096,https://www.openstreetmap.org/way/397864157
Berg Yogo (ベルク余呉スキー場),Japan,Shiga Prefecture,,abandoned,yes,no,,,250,518,768,4,,japan,,,https://openskimap.org/?obj=c3d208d6158314d18f6abbaacedb3845fced2f12,c3d208d6158314d18f6abbaacedb3845fced2f12,Point,35.691163,136.166228,https://www.skimap.org/SkiAreas/view/1721
Trestle Ridge,Canada,Ontario,Terrace Bay,operating,yes,no,,,42,253,296,1,1,north_america,,https://www.facebook.com/trestleridge/,https://openskimap.org/?obj=c3df186bfed0237f8797fcc445ab6d9d0db3bbc9,c3df186bfed0237f8797fcc445ab6d9d0db3bbc9,Point,48.788234,-87.108364,https://www.skimap.org/SkiAreas/view/12319
Beijing Yuyang Resort,China,Beijing,,operating,yes,no,,,67,83,150,2,2,north_america,,http://www.yuyangski.com.cn/,https://openskimap.org/?obj=c3e29cf671ff12cf1cd4e10effc37d7ce14d47b0,c3e29cf671ff12cf1cd4e10effc37d7ce14d47b0,Polygon,40.074466,117.141923,https://www.openstreetmap.org/way/1030845035 https://www.skimap.org/SkiAreas/view/13836
Sno Rovers Cross Country Ski Trails,United States,Maine,,operating,no,yes,,,,,,,,north_america,,,https://openskimap.org/?obj=c3e3867f629a8829a482b4b47b2774c4e601868a,c3e3867f629a8829a482b4b47b2774c4e601868a,Point,45.639828,-68.547328,https://www.skimap.org/SkiAreas/view/18036
,Austria,Salzburg,,operating,no,yes,,2,10,786,795,,,europe,,,https://openskimap.org/?obj=c3e66f10-6ab3-4024-8627-3003d6bbc586,c3e66f10-6ab3-4024-8627-3003d6bbc586,Point,47.408163,12.897526,
,Czechia,Liberec,Jablonec nad Nisou,operating,no,yes,,202,480,521,1001,,,europe,,,https://openskimap.org/?obj=c3eafd54-9363-419f-a0ed-e6df44487c42,c3eafd54-9363-419f-a0ed-e6df44487c42,Point,50.802097,15.233212,
"日光湯元温泉スキー場, Nikko Yumoto Onsen Ski Park",Japan,Tochigi Prefecture,,operating,yes,no,2,,167,1509,1676,3,,japan,Q109594461,https://nikkoyumoto-ski.com/,https://openskimap.org/?obj=c3ebc4d8fcf94fb7738178e1ac02e3fa148178a0,c3ebc4d8fcf94fb7738178e1ac02e3fa148178a0,Polygon,36.804864,139.414092,https://www.openstreetmap.org/way/1221236963 https://www.skimap.org/SkiAreas/view/1441
,Poland,Lesser Poland Voivodeship,,operating,no,yes,,42,286,436,722,,,europe,,,https://openskimap.org/?obj=c3eeb8c7-3b21-47f1-bb07-acca3213cabc,c3eeb8c7-3b21-47f1-bb07-acca3213cabc,Point,49.527357,21.316118,
,Norway,Agder,,operating,no,yes,,6,40,191,232,,,europe,,,https://openskimap.org/?obj=c3ef2f4f-cb70-4a97-ba29-11504c5a4d9f,c3ef2f4f-cb70-4a97-ba29-11504c5a4d9f,Point,58.141983,7.714030,
,Finland,Central Finland,,operating,no,yes,,6,44,123,167,,,europe,,,https://openskimap.org/?obj=c3ef445c-1bad-4411-a4a9-80168cfa8e3b,c3ef445c-1bad-4411-a4a9-80168cfa8e3b,Point,62.218965,24.392120,
Surnadal alpinsenter,Norway,Møre and Romsdal,Skei/Surnadalsøra,operating,yes,no,4,,364,107,471,1,1,europe,,https://surnadal-alpinsenter.no/,https://openskimap.org/?obj=c3f885c704dd0666507689803b251e525767604e,c3f885c704dd0666507689803b251e525767604e,Polygon,62.962313,8.665097,https://www.openstreetmap.org/relation/5341718 https://www.skimap.org/SkiAreas/view/15874
Заборовье,Russia,Tver,,operating,yes,no,,,,,,,,europe,,,https://openskimap.org/?obj=c3fe64df75c7b3cb41a0a348ef0cb33b49636df6,c3fe64df75c7b3cb41a0a348ef0cb33b49636df6,Polygon,57.357020,34.365993,https://www.openstreetmap.org/way/496068309
,Poland,Lubelskie,Międzyrzec Podlaski,operating,yes,no,0,,7,150,157,1,1,europe,,,https://openskimap.org/?obj=c3ff2f87e3e96c332a2cb4d3c3ba1cd8ed9e1fce,c3ff2f87e3e96c332a2cb4d3c3ba1cd8ed9e1fce,Polygon,51.970467,22.789410,https://www.openstreetmap.org/way/466305326
,Sweden,Gavleborg,,operating,no,yes,,38,144,362,506,,,europe,,,https://openskimap.org/?obj=c409e279-3150-4666-a985-53520ee1bf8f,c409e279-3150-4666-a985-53520ee1bf8f,Point,61.621432,15.969589,
,Switzerland,Saint Gallen,Flumserberg Tannenheim,operating,no,yes,,2,23,1387,1410,,,europe,,,https://openskimap.org/?obj=c40e30a9-bc4d-4376-92a4-937ca4faebbc,c40e30a9-bc4d-4376-92a4-937ca4faebbc,Point,47.085489,9.286021,
Skigebiet / Rodelgebiet Laubendorf,Germany,Bavaria,Langenzenn,operating,yes,no,1,,30,334,363,1,1,europe,,https://www.sf-laubendorf.de/skiabteilung/,https://openskimap.org/?obj=c40fabc7695ae53bed1585126d527ce5d00a5e04,c40fabc7695ae53bed1585126d527ce5d00a5e04,Point,49.496970,10.746258,https://www.openstreetmap.org/relation/20109179
Eastman Cross Country,United States,New Hampshire,,operating,no,yes,,22,70,310,380,,,north_america,,https://eastmannh.org/ski/,https://openskimap.org/?obj=c41074f19ee8ad4903ede32ede469318442bd742,c41074f19ee8ad4903ede32ede469318442bd742,Polygon,43.505227,-72.111218,https://www.openstreetmap.org/way/1363087011 https://www.skimap.org/SkiAreas/view/4939
,Russia,Nizhny Novgorod,,operating,no,yes,,6,30,110,140,,,europe,,,https://openskimap.org/?obj=c4290e59-58a4-445b-8239-3dc23dcda6c7,c4290e59-58a4-445b-8239-3dc23dcda6c7,Point,55.307585,42.222271,
Mount Lemmon Ski Valley,United States,Arizona,Summerhaven,operating,yes,no,7,,222,2530,2752,3,1,north_america,Q14680584,https://www.skithelemmon.com/,https://openskimap.org/?obj=c42b27b8728aaa69e62c939ac600f888db80bf13,c42b27b8728aaa69e62c939ac600f888db80bf13,Point,32.445738,-110.780487,https://www.openstreetmap.org/relation/3187217 https://www.skimap.org/SkiAreas/view/550
Mt. Eustis,United States,New Hampshire,Littleton,operating,yes,no,0,,88,303,391,1,1,north_america,,https://www.mteustis.org/,https://openskimap.org/?obj=c435a3ca8385fa0c1e6e44c135f054443836239b,c435a3ca8385fa0c1e6e44c135f054443836239b,Point,44.297151,-71.775767,https://www.skimap.org/SkiAreas/view/2686
,Austria,Styria,,operating,no,yes,,2,15,643,658,,,europe,,,https://openskimap.org/?obj=c436beb2-2adc-4195-a4b9-dbe66617a2ac,c436beb2-2adc-4195-a4b9-dbe66617a2ac,Point,47.256797,14.832334,
Skiareál Kunčice,Czechia,Olomouc,,operating,yes,no,4,,180,570,749,3,2,europe,,https://skikuncice.cz,https://openskimap.org/?obj=c4384ef53e22313d35278f6f63a247afe74d4a04,c4384ef53e22313d35278f6f63a247afe74d4a04,Point,50.188050,16.935490,https://www.openstreetmap.org/relation/15539611 https://www.skimap.org/SkiAreas/view/14238
,Italy,Trento,,operating,no,yes,,0,10,1140,1149,,,europe,,,https://openskimap.org/?obj=c43d03c4-146f-4c72-8fb9-0fb650c8141d,c43d03c4-146f-4c72-8fb9-0fb650c8141d,Point,46.365283,11.649278,
,Italy,Trento,Tione di Trento,operating,yes,no,1,,161,585,746,3,2,europe,,,https://openskimap.org/?obj=c445d15e-6536-4ed4-97da-58805dbd00ce,c445d15e-6536-4ed4-97da-58805dbd00ce,Point,46.028543,10.732721,
Science Centre cross country ski trails,Canada,Saskatchewan,Regina,operating,no,yes,,,,,,,,north_america,,,https://openskimap.org/?obj=c44c6eb89ccce72887c264296c285a98bbbcfbe5,c44c6eb89ccce72887c264296c285a98bbbcfbe5,Point,50.432238,-104.595251,https://www.skimap.org/SkiAreas/view/2920
,Russia,Karelia,,operating,no,yes,,2,22,221,243,,,europe,,,https://openskimap.org/?obj=c45283d1-a4ab-4895-ae98-821bacdd2763,c45283d1-a4ab-4895-ae98-821bacdd2763,Point,64.597791,30.598596,
,Finland,"Kymenlaakso;Paijanne Tavastia","Kausala;Kuusankoski;Lahti;Nastola;Voikkaa",operating,no,yes,,113,65,66,131,,,europe,,,https://openskimap.org/?obj=c454aa75-4ef3-444d-ac75-47cbf9786edc,c454aa75-4ef3-444d-ac75-47cbf9786edc,Point,60.918833,26.200714,
,Austria,Tyrol,,operating,no,yes,,2,26,1264,1290,,,europe,,,https://openskimap.org/?obj=c463e4a1-e3f5-4228-9d5f-8fd176039fee,c463e4a1-e3f5-4228-9d5f-8fd176039fee,Point,47.463714,12.225380,
Ski Mystic Deer Mountain,United States,South Dakota,"North Lawrence;South Lawrence",operating,yes,no,15,,184,1841,2025,3,1,north_america,,https://deermountainvillage.com/the-mountain/,https://openskimap.org/?obj=c4642801dc47f1a08a99a528a45e1d960ad8cde2,c4642801dc47f1a08a99a528a45e1d960ad8cde2,Point,44.308433,-103.818442,https://www.skimap.org/SkiAreas/view/235
Oak Hill,United States,Arizona,Parks,abandoned,yes,no,,,,,,,,north_america,,https://www.fs.usda.gov/recarea/kaibab/recarea/?recid=43348,https://openskimap.org/?obj=c464c5abb158c348b058d6ad57a589d88a292208,c464c5abb158c348b058d6ad57a589d88a292208,Point,35.261583,-112.010857,https://www.skimap.org/SkiAreas/view/15831
Športcentrum Oščadnica,Slovakia,Zilina,Oščadnica,operating,yes,no,0,,104,461,565,1,1,europe,,https://sportcentrum.gajuz.sk/,https://openskimap.org/?obj=c46dfaf9633a4b04b48285696286631e3da3ec92,c46dfaf9633a4b04b48285696286631e3da3ec92,Polygon,49.432677,18.883038,https://www.openstreetmap.org/way/1361461630
Tatrapoma F Ťaskovka,Slovakia,Zilina,,operating,yes,no,0,,79,735,814,,,europe,,https://poi.oma.sk/w829570539,https://openskimap.org/?obj=c46ed68991068c3bd5ba5a45f4182b77c39ea22a,c46ed68991068c3bd5ba5a45f4182b77c39ea22a,Polygon,49.451541,19.459866,https://www.openstreetmap.org/way/1031306234
,Russia,Kirov,,operating,no,yes,,2,27,140,167,,,europe,,,https://openskimap.org/?obj=c47887c3-38f1-41b1-90df-d2e51c8986cf,c47887c3-38f1-41b1-90df-d2e51c8986cf,Point,58.861350,50.882847,
Hallingskarvet skisenter,Norway,Viken,,operating,yes,no,8,,487,740,1227,3,3,europe,,,https://openskimap.org/?obj=c47dc2b31ff6912ef26d76ed2421f3950e011902,c47dc2b31ff6912ef26d76ed2421f3950e011902,Polygon,60.641565,8.021175,https://www.openstreetmap.org/relation/10861760 https://www.skimap.org/SkiAreas/view/14336
Kläppen,Sweden,Dalarna,,operating,yes,yes,27,33,305,356,661,22,20,europe,,https://www.klappen.se/,https://openskimap.org/?obj=c47e88a0c7ccb476c1aad737fadb69a6a4093d29,c47e88a0c7ccb476c1aad737fadb69a6a4093d29,Polygon,61.019989,13.362840,https://www.openstreetmap.org/way/1486141433 https://www.skimap.org/SkiAreas/view/2017
,Germany,Baden-Württemberg,Oberreichenbach,operating,no,yes,,6,55,625,680,,,europe,,,https://openskimap.org/?obj=c47ee6b8-aaf9-420d-90e5-84fb24601d48,c47ee6b8-aaf9-420d-90e5-84fb24601d48,Point,48.743849,8.662143,
Hatley Pointe,United States,North Carolina,,operating,yes,no,5,,191,1211,1402,4,3,north_america,Q8029888,https://hatleypointe.com/,https://openskimap.org/?obj=c47fd3b0773df5502a5df4261568bf96630b16dc,c47fd3b0773df5502a5df4261568bf96630b16dc,Polygon,35.950229,-82.509651,https://www.openstreetmap.org/way/1126110799 https://www.skimap.org/SkiAreas/view/289
,Slovakia,Zilina,,operating,no,yes,,3,51,507,558,,,europe,,,https://openskimap.org/?obj=c4868cba-2d16-45d5-a5eb-b47464b26050,c4868cba-2d16-45d5-a5eb-b47464b26050,Point,49.037474,18.628373,
Emery Park,United States,New York,Aurora,operating,yes,no,1,,33,289,322,1,1,north_america,,https://www2.erie.gov/parks/index.php?q=emery-park,https://openskimap.org/?obj=c4890a08950580f507dfdba1596af24bd6ac9e83,c4890a08950580f507dfdba1596af24bd6ac9e83,Point,42.716246,-78.588467,https://www.skimap.org/SkiAreas/view/12863
Chopok Juh,Slovakia,"Banska Bystrica;Zilina",,operating,yes,no,16,,879,1083,1962,7,5,europe,Q282536,https://www.jasna.sk/,https://openskimap.org/?obj=c48cd285a76407467c4bdc08bb4bf4411f94b932,c48cd285a76407467c4bdc08bb4bf4411f94b932,Polygon,48.936623,19.590317,https://www.openstreetmap.org/way/190873473
,Norway,Troms og Finnmark,,operating,no,yes,,33,172,2,174,,,europe,,,https://openskimap.org/?obj=c4a3f2e3-9604-43dc-aafb-9c081183a84f,c4a3f2e3-9604-43dc-aafb-9c081183a84f,Point,69.749821,30.299904,
,Russia,Mari El,,operating,no,yes,,1,17,140,157,,,europe,,,https://openskimap.org/?obj=c4a81116-129a-4a5a-97bf-72211746e6c6,c4a81116-129a-4a5a-97bf-72211746e6c6,Point,56.615279,48.015939,
,Finland,Central Finland,Tikkakoski,operating,no,yes,,25,78,128,206,,,europe,,,https://openskimap.org/?obj=c4ab4743-db41-46a4-bcec-a3687ceb7001,c4ab4743-db41-46a4-bcec-a3687ceb7001,Point,62.408791,25.619195,
Finnsnes Skiklubb,Norway,Troms og Finnmark,,operating,yes,no,2,,223,111,334,1,1,europe,,,https://openskimap.org/?obj=c4aeeaaeeda59193c7512404f20bedc6040a0da5,c4aeeaaeeda59193c7512404f20bedc6040a0da5,Polygon,69.244298,18.032854,https://www.openstreetmap.org/relation/15761363
Les Rousses,"France;Switzerland","Doubs;Jura;Vaud","Arzier-Le Muids;Bellefontaine;Bois-d'Amont;Chapelle-des-Bois;Chéserex;Gingins;La Cure;La Rippe;Les Rousses;Prémanon;Saint-Cergue",operating,yes,yes,32,77,603,1060,1663,24,19,europe,,https://www.lesrousses.com/,https://openskimap.org/?obj=c4b221a54713b4e084b5bae02668c68dfaf6c1e3,c4b221a54713b4e084b5bae02668c68dfaf6c1e3,Point,46.495120,6.080590,https://www.openstreetmap.org/relation/3161169 https://www.skimap.org/SkiAreas/view/931
Winterset,United States,Wisconsin,Stephenson,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=c4ccc6deaa462dec4cb58f71f433922b6a7dc526,c4ccc6deaa462dec4cb58f71f433922b6a7dc526,Point,45.241068,-88.086576,https://www.skimap.org/SkiAreas/view/15816
Yellowknife Community Trails,Canada,Northwest Territories,Yellowknife,operating,no,yes,,,,,,,,north_america,,,https://openskimap.org/?obj=c4d63e9e2694074ded6fc477a170fd8102e9b3a3,c4d63e9e2694074ded6fc477a170fd8102e9b3a3,Point,62.453867,-114.389305,https://www.skimap.org/SkiAreas/view/16715
Oriavchyk,Ukraine,Lviv,,,yes,no,0,,92,879,972,1,1,europe,,,https://openskimap.org/?obj=c4d6d9e3b9a0bb3194ac903b06495997f58ee8d8,c4d6d9e3b9a0bb3194ac903b06495997f58ee8d8,Point,48.972756,23.300025,https://www.skimap.org/SkiAreas/view/2042
,Norway,Vestland,,operating,no,yes,,21,234,248,482,,,europe,,,https://openskimap.org/?obj=c4da153c528389c1e58ea017ea604cf8bd956e47,c4da153c528389c1e58ea017ea604cf8bd956e47,Polygon,60.311186,5.471802,https://www.openstreetmap.org/way/884750827
,Russia,Udmurt,Izhevsk,operating,no,yes,,4,43,129,171,,,europe,,,https://openskimap.org/?obj=c4dd267d-a0fc-44ea-9c57-d50a8fc8a184,c4dd267d-a0fc-44ea-9c57-d50a8fc8a184,Point,56.900362,53.242956,
"پیست اسکی سهند, Sahand Ski Resort",Iran,Azarbayjan-e Sharqi,,operating,yes,no,,,383,2925,3307,3,3,europe,,,https://openskimap.org/?obj=c4e05c50f7c8826db84f4b70388055477b00a4d2,c4e05c50f7c8826db84f4b70388055477b00a4d2,Polygon,37.752899,46.514493,https://www.openstreetmap.org/way/314769044 https://www.skimap.org/SkiAreas/view/1195
,Norway,Møre and Romsdal,,operating,no,yes,,2,38,70,108,,,europe,,,https://openskimap.org/?obj=c4e07784-d450-4532-b88b-62fb41179983,c4e07784-d450-4532-b88b-62fb41179983,Point,63.152116,8.094932,
,United States,Maine,"Central Hancock;East Central Washington;East Hancock;Ellsworth;Machias;North Washington;Steuben;Sullivan",operating,no,yes,,141,91,-1,89,,,north_america,,,https://openskimap.org/?obj=c4e09334-8c27-429f-be07-d30e62aefc8c,c4e09334-8c27-429f-be07-d30e62aefc8c,Point,44.666563,-67.671585,
Buckskin Hills Ski + Tubing Hill,United States,Utah,,operating,yes,no,,,27,1623,1650,1,1,north_america,,https://www.buckskinhills.com/skiandtubinghill,https://openskimap.org/?obj=c4e595c2717644ae222970166eaaac3c654caadd,c4e595c2717644ae222970166eaaac3c654caadd,Polygon,40.478911,-109.431592,https://www.openstreetmap.org/way/1213948650 https://www.skimap.org/SkiAreas/view/16650
Bungalow Hill,United States,Colorado,,abandoned,yes,no,,,,,,,,north_america,,,https://openskimap.org/?obj=c4e8a61085f6bab76265c8921fe170a03ce5195c,c4e8a61085f6bab76265c8921fe170a03ce5195c,Point,40.071531,-106.107077,https://www.skimap.org/SkiAreas/view/14836
